Displacement/μm - ,Load/N - 
1118.86,742.257
1119.02,742.572
1119.2,742.852
1119.38,743.132
1119.54,743.448
1119.72,743.728
1119.92,744.043
1120.08,744.358
1120.3,744.673
1120.48,744.918
1120.66,745.233
1120.84,745.583
1121.04,745.898
1121.36,746.459
1121.58,746.809
1121.76,747.159
1121.96,747.509
1122.16,747.859
1122.38,748.209
1122.58,748.56
1122.78,748.805
1123,749.155
1123.2,749.505
1123.42,749.82
1123.66,750.1
1123.86,750.45
1124.08,750.87
1124.28,751.291
1124.5,751.711
1124.7,752.096
1124.88,752.551
1125.24,753.251
1125.46,753.566
1125.66,753.952
1125.88,754.372
1126.08,754.792
1126.28,755.177
1126.5,755.562
1126.7,755.982
1126.92,756.403
1127.14,756.823
1127.38,757.278
1127.58,757.698
1127.8,758.083
1128,758.433
1128.22,758.854
1128.4,759.134
1128.62,759.519
1128.84,759.904
1129.16,760.499
1129.38,760.814
1129.6,761.164
1129.82,761.48
1130.1,761.76
1130.32,762.075
1130.6,762.285
1130.9,762.53
1131.18,762.705
1131.44,762.915
1131.76,763.055
1132.02,763.23
1132.3,763.37
1132.6,763.475
1132.84,763.545
1133.14,763.615
1133.38,763.65
1133.62,763.615
1134,763.58
1134.24,763.545
1134.48,763.51
1134.72,763.44
1134.96,763.37
1135.22,763.3
1135.48,763.23
1135.76,763.125
1136.04,763.02
1136.28,762.915
1136.54,762.81
1136.78,762.67
1137.06,762.565
1137.3,762.425
1137.54,762.32
1137.8,762.215
1138.04,762.075
1138.3,761.935
1138.72,761.655
1138.98,761.515
1139.24,761.445
1139.52,761.34
1139.82,761.27
1140.12,761.2
1140.48,761.129
1140.8,761.024
1141.12,760.884
1141.46,760.779
1141.8,760.744
1142.12,760.709
1142.44,760.674
1142.76,760.604
1143.06,760.569
1143.38,760.534
1143.68,760.534
1143.98,760.534
1144.48,760.569
1144.76,760.569
1145.06,760.604
1145.36,760.569
1145.66,760.569
1145.92,760.534
1146.2,760.534
1146.46,760.499
1146.74,760.499
1147,760.534
1147.28,760.499
1147.56,760.499
1147.84,760.499
1148.1,760.534
1148.38,760.569
1148.64,760.604
1148.9,760.674
1149.18,760.709
1149.58,760.744
1149.86,760.744
1150.16,760.744
1150.48,760.744
1150.82,760.744
1151.14,760.709
1151.46,760.674
1151.8,760.674
1152.12,760.604
1152.46,760.569
1152.76,760.569
1153.1,760.499
1153.4,760.429
1153.72,760.394
1154.04,760.394
1154.32,760.429
1154.6,760.464
1154.86,760.464
1155.38,760.499
1155.64,760.534
1155.94,760.604
1156.24,760.639
1156.54,760.709
1156.84,760.744
1157.12,760.884
1157.42,761.059
1157.7,761.164
1158,761.34
1158.3,761.48
1158.58,761.585
1158.84,761.69
1159.14,761.795
1159.44,761.795
1159.72,761.83
1160.02,761.83
1160.4,761.795
1160.94,761.76
1161.3,761.76
1161.64,761.725
1162,761.69
1162.34,761.655
1162.68,761.655
1163.04,761.62
1163.38,761.585
1163.74,761.55
1164.1,761.515
1164.42,761.48
1164.76,761.515
1165.1,761.55
1165.42,761.585
1165.72,761.62
1166.04,761.69
1166.32,761.725
1166.62,761.76
1167.08,761.795
1167.38,761.795
1167.66,761.865
1167.92,761.9
1168.22,761.935
1168.5,762.005
1168.78,762.04
1169.06,762.04
1169.34,762.075
1169.62,762.075
1169.88,762.11
1170.18,762.11
1170.54,762.11
1170.8,762.11
1171.18,762.145
1171.56,762.18
1171.92,762.18
1172.32,762.25
1172.94,762.285
1173.32,762.32
1173.72,762.39
1174.04,762.46
1174.38,762.53
1174.68,762.565
1174.98,762.6
1175.26,762.67
1175.58,762.705
1175.88,762.775
1176.16,762.81
1176.46,762.81
1176.76,762.88
1177.06,762.915
1177.34,762.915
1177.64,762.95
1177.94,762.985
1178.2,763.02
1178.64,763.09
1178.94,763.125
1179.22,763.195
1179.54,763.3
1179.82,763.335
1180.12,763.37
1180.46,763.37
1180.82,763.405
1181.18,763.44
1181.56,763.475
1181.94,763.475
1182.3,763.44
1182.7,763.44
1183.06,763.44
1183.42,763.405
1183.8,763.405
1184.18,763.405
1184.54,763.405
1185.12,763.405
1185.48,763.405
1185.84,763.44
1186.2,763.475
1186.54,763.475
1186.9,763.51
1187.22,763.51
1187.52,763.51
1187.82,763.475
1188.14,763.44
1188.44,763.405
1188.74,763.44
1189.04,763.44
1189.34,763.44
1189.64,763.44
1189.9,763.475
1190.18,763.51
1190.46,763.545
1190.92,763.65
1191.24,763.65
1191.56,763.721
1191.88,763.721
1192.28,763.756
1192.64,763.791
1193,763.756
1193.36,763.756
1193.74,763.721
1194.1,763.685
1194.48,763.721
1194.8,763.721
1195.12,763.721
1195.46,763.721
1195.78,763.756
1196.12,763.756
1196.46,763.791
1196.76,763.756
1197.3,763.791
1197.58,763.756
1197.88,763.721
1198.16,763.721
1198.44,763.721
1198.7,763.721
1199,763.721
1199.28,763.721
1199.52,763.721
1199.8,763.756
1200.06,763.791
1200.4,763.791
1200.68,763.826
1201,763.861
1201.4,763.896
1201.76,763.931
1202.12,763.966
1202.54,764.001
1203.18,764.071
1203.56,764.106
1203.98,764.141
1204.4,764.211
1204.78,764.211
1205.16,764.211
1205.52,764.211
1205.88,764.211
1206.22,764.211
1206.56,764.246
1206.9,764.211
1207.24,764.211
1207.56,764.176
1207.88,764.141
1208.18,764.106
1208.5,764.071
1208.8,764.036
1209.12,764.001
1209.62,763.931
1209.9,763.931
1210.2,763.896
1210.48,763.861
1210.78,763.861
1211.04,763.861
1211.32,763.861
1211.64,763.826
1212,763.826
1212.38,763.826
1212.74,763.826
1213.14,763.756
1213.5,763.756
1213.86,763.721
1214.2,763.685
1214.6,763.65
1214.94,763.615
1215.3,763.58
1215.82,763.545
1216.18,763.51
1216.46,763.475
1216.8,763.475
1217.14,763.475
1217.42,763.475
1217.76,763.405
1218.1,763.37
1218.42,763.335
1218.72,763.3
1219.02,763.265
1219.32,763.23
1219.6,763.23
1219.88,763.23
1220.18,763.265
1220.48,763.3
1220.76,763.265
1221.08,763.265
1221.62,763.23
1221.96,763.23
1222.32,763.195
1222.72,763.23
1223.08,763.3
1223.46,763.3
1223.84,763.335
1224.24,763.37
1224.6,763.37
1224.98,763.37
1225.38,763.37
1225.76,763.405
1226.12,763.405
1226.48,763.37
1226.82,763.405
1227.2,763.405
1227.56,763.44
1227.9,763.51
1228.44,763.58
1228.8,763.65
1229.08,763.721
1229.44,763.721
1229.76,763.721
1230.08,763.721
1230.36,763.756
1230.68,763.756
1230.94,763.826
1231.26,763.861
1231.52,763.931
1231.82,763.966
1232.12,763.931
1232.48,763.966
1232.82,763.966
1233.18,763.931
1233.56,763.896
1233.94,763.896
1234.6,763.931
1234.94,763.931
1235.34,763.896
1235.68,763.896
1236.02,763.896
1236.34,763.896
1236.62,763.931
1236.9,763.931
1237.26,764.001
1237.58,764.036
1237.9,764.001
1238.24,764.001
1238.56,764.036
1238.88,764.036
1239.22,764.071
1239.52,764.176
1239.78,764.246
1240.1,764.351
1240.54,764.386
1240.8,764.351
1241.1,764.351
1241.38,764.316
1241.7,764.281
1242,764.281
1242.34,764.281
1242.7,764.281
1243.08,764.316
1243.44,764.351
1243.8,764.421
1244.18,764.491
1244.52,764.526
1244.88,764.596
1245.24,764.666
1245.6,764.701
1245.98,764.666
1246.36,764.666
1246.94,764.771
1247.3,764.911
1247.66,765.051
1248,765.156
1248.4,765.226
1248.72,765.296
1249.06,765.331
1249.4,765.331
1249.72,765.366
1250.06,765.366
1250.34,765.331
1250.7,765.331
1250.98,765.331
1251.3,765.366
1251.56,765.401
1251.82,765.401
1252.1,765.401
1252.4,765.436
1252.9,765.506
1253.24,765.541
1253.6,765.541
1253.98,765.541
1254.38,765.436
1254.78,765.471
1255.12,765.471
1255.48,765.506
1255.78,765.541
1256.12,765.576
1256.42,765.541
1256.74,765.541
1257.04,765.541
1257.3,765.541
1257.6,765.541
1257.92,765.611
1258.22,765.681
1258.56,765.716
1259.06,765.821
1259.34,765.856
1259.66,765.926
1259.96,766.031
1260.24,766.101
1260.52,766.171
1260.8,766.242
1261.08,766.312
1261.34,766.382
1261.66,766.452
1261.98,766.522
1262.34,766.522
1262.72,766.487
1263.12,766.522
1263.52,766.557
1263.88,766.627
1264.24,766.662
1264.66,766.697
1265.22,766.767
1265.62,766.837
1265.98,766.942
1266.34,767.012
1266.72,767.082
1267.06,767.187
1267.38,767.292
1267.74,767.327
1268.06,767.397
1268.38,767.432
1268.74,767.502
1269.02,767.572
1269.34,767.642
1269.64,767.747
1269.98,767.852
1270.3,767.922
1270.64,767.957
1270.94,767.992
1271.46,768.027
1271.76,768.097
1272.06,768.167
1272.34,768.237
1272.62,768.307
1272.94,768.342
1273.26,768.377
1273.64,768.412
1274,768.447
1274.36,768.517
1274.72,768.517
1275.1,768.552
1275.48,768.622
1275.84,768.692
1275.92,768.798
1275.94,768.307
1275.94,767.852
1275.96,767.397
1275.96,766.697
1275.98,766.277
1275.98,765.926
1275.98,765.611
1276,765.296
1276.02,764.981
1276,764.841
1276,764.561
1275.98,764.316
1276.02,764.106
1276.02,763.861
1276.02,763.65
1276.02,763.475
1276.02,763.265
1276.02,763.09
1276.02,762.915
1276.02,762.775
1276.02,762.6
1276.02,762.425
1276.04,762.285
1276.02,762.18
1276.04,762.04
1276.02,761.9
1276.04,761.795
1276.02,761.69
1276.04,761.585
1276.04,761.48
1276.02,761.375
1276.04,761.27
1276.04,761.164
1276.04,761.129
1276.06,761.024
1276.04,760.954
1276.04,760.884
1276.04,760.779
1276.04,760.709
1276.04,760.569
1276.04,760.534
1276.04,760.464
1276.04,760.394
1276.06,760.289
1276.06,760.254
1276.04,760.184
1276.06,760.114
1276.04,760.079
1276.04,760.044
1276.06,759.974
1276.06,759.904
1276.06,759.869
1276.06,759.799
1276.06,759.764
1276.06,759.694
1276.06,759.659
1276.04,759.624
1276.06,759.519
1276.08,759.484
1276.06,759.484
1276.06,759.414
1276.06,759.379
1276.06,759.344
1276.06,759.274
1276.08,759.239
1276.06,759.204
1276.06,759.169
1276.06,759.134
1276.06,759.099
1276.06,759.064
1276.06,759.029
1276.08,758.994
1276.08,758.959
1276.08,758.924
1276.06,758.889
1276.06,758.819
1276.08,758.784
1276.08,758.784
1276.08,758.749
1276.08,758.714
1276.08,758.679
1276.06,758.644
1276.08,758.608
1276.08,758.573
1276.06,758.573
1276.08,758.538
1276.06,758.538
1276.08,758.503
1276.08,758.468
1276.06,758.433
1276.08,758.398
1276.06,758.398
1276.08,758.363
1276.06,758.328
1276.08,758.293
1276.08,758.258
1276.08,758.223
1276.08,758.223
1276.06,758.223
1276.08,758.188
1276.08,758.153
1276.08,758.153
1276.08,758.118
1276.08,758.083
1276.1,758.083
1276.08,758.048
1276.08,758.013
1276.08,757.978
1276.08,757.978
1276.08,757.943
1276.08,757.943
1276.08,757.908
1276.1,757.908
1276.08,757.873
1276.1,757.873
1276.08,757.838
1276.08,757.838
1276.1,757.803
1276.1,757.803
1276.08,757.768
1276.08,757.733
1276.08,757.733
1276.1,757.733
1276.1,757.698
1276.1,757.698
1276.1,757.698
1276.1,757.663
1276.08,757.663
1276.1,757.628
1276.1,757.593
1276.08,757.593
1276.1,757.558
1276.08,757.558
1276.1,757.523
1276.1,757.523
1276.1,757.523
1276.08,757.523
1276.1,757.488
1276.1,757.488
1276.1,757.453
1276.08,757.453
1276.08,757.418
1276.1,757.418
1276.1,757.418
1276.1,757.383
1276.08,757.383
1276.08,757.348
1276.1,757.348
1276.1,757.348
1276.1,757.313
1276.1,757.313
1276.1,757.313
1276.08,757.313
1276.1,757.278
1276.1,757.278
1276.1,757.243
1276.1,757.243
1276.1,757.208
1276.1,757.208
1276.1,757.173
1276.1,757.208
1276.1,757.173
1276.1,757.173
1276.1,757.173
1276.1,757.173
1276.1,757.138
1276.1,757.103
1276.1,757.103
1276.1,757.103
1276.1,757.068
1276.1,757.068
1276.08,757.068
1276.1,757.068
1276.08,757.068
1276.12,757.068
1276.1,757.033
1276.1,757.033
1276.1,756.998
1276.1,756.998
1276.12,756.998
1276.1,756.998
1276.08,756.963
1276.12,756.963
1276.12,756.963
1276.1,756.963
1276.12,756.963
1276.12,756.928
1276.1,756.928
1276.1,756.928
1276.12,756.928
1276.1,756.893
1276.1,756.893
1276.1,756.893
1276.1,756.858
1276.1,756.858
1276.1,756.858
1276.1,756.823
1276.08,756.823
1276.1,756.823
1276.1,756.823
1276.1,756.823
1276.1,756.788
1276.1,756.788
1276.1,756.788
1276.1,756.788
1276.1,756.753
1276.12,756.753
1276.1,756.753
1276.1,756.753
1276.12,756.718
1276.1,756.753
1276.08,756.753
1276.12,756.718
1276.12,756.718
1276.12,756.718
1276.1,756.718
1276.1,756.718
1276.1,756.718
1276.12,756.718
1276.1,756.683
1276.1,756.683
1276.1,756.683
1276.1,756.683
1276.12,756.648
1276.12,756.648
1276.08,756.648
1276.14,756.648
1276.1,756.648
1276.12,756.648
1276.1,756.648
1276.1,756.648
1276.12,756.648
1276.12,756.613
1276.14,756.613
1276.1,756.613
1276.14,756.578
1276.12,756.578
1276.12,756.578
1276.14,756.578
1276.12,756.578
1276.14,756.578
1276.14,756.578
1276.12,756.578
1276.12,756.543
1276.12,756.543
1276.1,756.543
1276.14,756.543
1276.1,756.508
1276.12,756.543
1276.14,756.508
1276.14,756.508
1276.14,756.508
1276.1,756.508
1276.14,756.508
1276.1,756.508
1276.14,756.508
1276.1,756.473
1276.12,756.473
1276.1,756.473
1276.14,756.473
1276.12,756.473
1276.1,756.438
1276.14,756.438
1276.1,756.438
1276.1,756.438
1276.14,756.438
1276.1,756.438
1276.12,756.403
1276.12,756.403
1276.14,756.403
1276.14,756.403
1276.12,756.368
1276.14,756.368
1276.12,756.368
1276.12,756.368
1276.14,756.368
1276.14,756.368
1276.14,756.368
1276.1,756.368
1276.14,756.368
1276.14,756.333
1276.14,756.333
1276.14,756.333
1276.12,756.333
1276.12,756.333
1276.12,756.333
1276.1,756.333
1276.14,756.333
1276.12,756.298
1276.12,756.298
1276.14,756.298
1276.12,756.298
1276.14,756.263
1276.14,756.263
1276.12,756.298
1276.12,756.263
1276.12,756.263
1276.12,756.263
1276.12,756.263
1276.14,756.263
1276.14,756.263
1276.14,756.263
1276.14,756.228
1276.12,756.228
1276.14,756.228
1276.12,756.228
1276.12,756.228
1276.14,756.228
1276.12,756.193
1276.12,756.193
1276.1,756.193
1276.14,756.193
1276.1,756.228
1276.14,756.193
1276.12,756.193
1276.12,756.193
1276.14,756.193
1276.12,756.158
1276.14,756.158
1276.1,756.158
1276.14,756.158
1276.12,756.158
1276.1,756.158
1276.14,756.158
1276.14,756.158
1276.12,756.158
1276.14,756.158
1276.1,756.123
1276.1,756.123
1276.1,756.123
1276.12,756.123
1276.1,756.123
1276.12,756.087
1276.14,756.123
1276.14,756.123
1276.12,756.123
1276.12,756.087
1276.14,756.087
1276.14,756.087
1276.14,756.087
1276.14,756.087
1276.12,756.087
1276.14,756.087
1276.12,756.087
1276.14,756.087
1276.12,756.087
1276.12,756.087
1276.12,756.087
1276.12,756.052
1276.1,756.052
1276.14,756.052
1276.14,756.052
1276.14,756.052
1276.12,756.052
1276.12,756.052
1276.14,756.017
1276.12,756.017
1276.12,756.017
1276.14,756.017
1276.12,756.017
1276.14,756.017
1276.14,756.017
1276.12,756.017
1276.12,756.017
1276.14,756.017
1276.14,756.017
1276.1,755.982
1276.14,755.982
1276.14,755.982
1276.12,755.982
1276.14,755.982
1276.1,755.982
1276.14,755.982
1276.14,755.982
1276.14,755.982
1276.14,755.982
1276.14,755.982
1276.1,755.982
1276.14,755.982
1276.14,755.982
1276.14,755.982
1276.12,755.982
1276.12,755.947
1276.14,755.947
1276.12,755.947
1276.12,755.947
1276.14,755.947
1276.12,755.947
1276.12,755.947
1276.12,755.947
1276.12,755.947
1276.14,755.947
1276.12,755.947
1276.14,755.912
1276.12,755.912
1276.12,755.912
1276.12,755.912
1276.12,755.912
1276.1,755.912
1276.14,755.912
1276.1,755.912
1276.12,755.912
1276.12,755.912
1276.14,755.912
1276.12,755.877
1276.14,755.912
1276.12,755.877
1276.12,755.877
1276.12,755.877
1276.1,755.912
1276.1,755.877
1276.14,755.877
1276.14,755.877
1276.14,755.877
1276.12,755.877
1276.1,755.877
1276.14,755.877
1276.12,755.877
1276.12,755.842
1276.12,755.842
1276.12,755.842
1276.14,755.842
1276.14,755.842
1276.12,755.842
1276.14,755.842
1276.14,755.842
1276.14,755.842
1276.12,755.842
1276.12,755.842
1276.14,755.842
1276.12,755.842
1276.12,755.842
1276.12,755.807
1276.14,755.807
1276.14,755.807
1276.12,755.807
1276.14,755.807
1276.14,755.842
1276.12,755.807
1276.12,755.807
1276.14,755.807
1276.12,755.807
1276.12,755.807
1276.12,755.807
1276.14,755.807
1276.12,755.807
1276.1,755.772
1276.14,755.807
1276.14,755.772
1276.14,755.807
1276.14,755.807
1276.14,755.807
1276.12,755.807
1276.14,755.772
1276.14,755.772
1276.14,755.772
1276.12,755.772
1276.14,755.772
1276.12,755.772
1276.14,755.772
1276.14,755.772
1276.1,755.737
1276.12,755.772
1276.1,755.772
1276.14,755.772
1276.14,755.772
1276.1,755.772
1276.12,755.737
1276.12,755.737
1276.14,755.737
1276.14,755.737
1276.14,755.737
1276.12,755.737
1276.14,755.737
1276.12,755.737
1276.14,755.737
1276.14,755.737
1276.12,755.737
1276.14,755.737
1276.12,755.737
1276.14,755.737
1276.14,755.702
1276.14,755.702
1276.12,755.702
1276.12,755.702
1276.14,755.702
1276.12,755.702
1276.1,755.702
1276.14,755.702
1276.14,755.702
1276.14,755.702
1276.14,755.702
1276.14,755.702
1276.14,755.702
1276.12,755.702
1276.12,755.702
1276.14,755.702
1276.12,755.702
1276.12,755.702
1276.12,755.702
1276.14,755.702
1276.14,755.702
1276.12,755.667
1276.12,755.667
1276.14,755.667
1276.14,755.667
1276.14,755.667
1276.12,755.667
1276.14,755.667
1276.12,755.667
1276.14,755.667
1276.14,755.667
1276.12,755.667
1276.12,755.667
1276.14,755.667
1276.14,755.667
1276.12,755.667
1276.12,755.667
1276.14,755.667
1276.12,755.667
1276.14,755.667
1276.12,755.632
1276.14,755.632
1276.1,755.562
1276.16,755.492
1276.18,755.317
1276.18,755.317
1276.16,755.317
1276.16,755.247
1276.18,755.247
1276.16,755.212
1276.16,755.212
1276.16,755.212
1276.18,755.212
1276.14,755.177
1276.22,755.247
1276.48,755.597
1276.6,755.842
1276.7,755.982
1276.78,756.158
1276.9,756.438
1277,756.788
1277.12,757.068
1277.22,757.243
1277.34,757.593
1277.46,757.768
1277.52,757.978
1277.62,758.153
1277.72,758.363
1277.82,758.608
1277.92,758.854
1278.02,759.099
1278.12,759.344
1278.24,759.624
1278.36,759.869
1278.48,760.114
1278.6,760.394
1278.72,760.674
1278.86,760.954
1279,761.235
1279.12,761.515
1279.26,761.725
1279.38,762.04
1279.62,762.53
1279.78,762.845
1279.9,763.16
1280.06,763.51
1280.2,763.826
1280.34,764.176
1280.5,764.526
1280.64,764.841
1280.82,765.226
1280.96,765.576
1281.12,765.926
1281.26,766.206
1281.42,766.522
1281.56,766.872
1281.72,767.257
1281.86,767.642
1282.04,768.062
1282.24,768.482
1282.38,768.903
1282.68,769.603
1282.88,770.058
1283.1,770.443
1283.32,770.863
1283.54,771.248
1283.8,771.529
1284.04,771.949
1284.28,772.369
1284.54,772.789
1284.76,773.174
1285.02,773.629
1285.26,774.05
1285.54,774.47
1285.78,774.89
1286.04,775.275
1286.3,775.66
1286.6,776.045
1286.84,776.431
1287.12,776.851
1287.5,777.306
1287.74,777.656
1287.98,778.006
1288.22,778.321
1288.46,778.671
1288.68,778.987
1288.92,779.302
1289.14,779.547
1289.36,779.827
1289.58,780.037
1289.8,780.317
1290.02,780.562
1290.24,780.807
1290.48,781.017
1290.68,781.192
1290.92,781.367
1291.14,781.508
1291.38,781.648
1291.62,781.753
1291.98,781.928
1292.22,781.998
1292.44,782.103
1292.66,782.103
1292.9,782.103
1293.14,782.103
1293.42,782.068
1293.66,782.068
1294,781.963
1294.34,781.893
1294.66,781.753
1295,781.543
1295.32,781.332
1295.68,781.122
1295.98,780.912
1296.34,780.667
1296.64,780.422
1296.92,780.212
1297.2,779.967
1297.66,779.722
1297.92,779.547
1298.14,779.372
1298.4,779.197
1298.66,779.057
1298.9,778.881
1299.18,778.776
1299.44,778.671
1299.68,778.566
1299.94,778.461
1300.22,778.391
1300.44,778.286
1300.7,778.216
1300.94,778.146
1301.18,778.076
1301.42,778.041
1301.66,778.006
1301.88,777.936
1302.14,777.901
1302.52,777.866
1302.82,777.831
1303.08,777.831
1303.36,777.796
1303.74,777.761
1304.04,777.761
1304.38,777.796
1304.72,777.796
1305.06,777.796
1305.36,777.796
1305.72,777.796
1306.06,777.831
1306.38,777.831
1306.72,777.796
1307.04,777.796
1307.38,777.761
1307.74,777.761
1308.02,777.726
1308.36,777.726
1308.86,777.726
1309.18,777.726
1309.46,777.726
1309.78,777.761
1310.08,777.761
1310.38,777.796
1310.66,777.831
1310.98,777.866
1311.3,777.936
1311.6,777.936
1311.86,777.971
1312.16,777.971
1312.46,778.006
1312.7,778.041
1312.96,778.076
1313.2,778.146
1313.48,778.216
1313.78,778.286
1314.1,778.391
1314.66,778.496
1315,778.531
1315.36,778.601
1315.74,778.636
1316.1,778.671
1316.48,778.706
1316.84,778.741
1317.18,778.741
1317.54,778.776
1317.86,778.811
1318.14,778.811
1318.46,778.846
1318.72,778.846
1319,778.881
1319.32,778.881
1319.6,778.952
1319.92,778.987
1320.2,779.022
1320.48,779.022
1320.96,779.057
1321.22,779.127
1321.5,779.162
1321.76,779.197
1322.04,779.232
1322.3,779.302
1322.58,779.372
1322.82,779.407
1323.1,779.477
1323.36,779.547
1323.66,779.582
1323.98,779.652
1324.32,779.687
1324.66,779.722
1324.98,779.757
1325.34,779.792
1325.7,779.827
1326.04,779.862
1326.4,779.897
1327.02,780.002
1327.38,780.072
1327.74,780.142
1328.1,780.142
1328.42,780.142
1328.78,780.212
1329.1,780.317
1329.44,780.352
1329.76,780.422
1330.06,780.422
1330.36,780.457
1330.64,780.457
1330.94,780.422
1331.22,780.387
1331.5,780.387
1331.78,780.352
1332.06,780.317
1332.34,780.317
1332.58,780.317
1333,780.317
1333.26,780.352
1333.52,780.387
1333.8,780.422
1334.06,780.457
1334.36,780.527
1334.64,780.562
1334.98,780.597
1335.34,780.632
1335.68,780.702
1336.06,780.772
1336.44,780.807
1336.82,780.877
1337.24,780.982
1337.62,781.017
1337.98,781.052
1338.3,781.087
1338.62,781.122
1338.92,781.122
1339.4,781.122
1339.74,781.087
1340.06,781.052
1340.34,781.052
1340.66,781.017
1340.98,781.017
1341.28,781.017
1341.58,780.982
1341.86,780.982
1342.14,780.982
1342.44,780.982
1342.68,780.982
1342.96,780.982
1343.26,780.982
1343.52,781.017
1343.8,781.052
1344.08,781.122
1344.38,781.157
1344.74,781.122
1345.32,781.122
1345.68,781.122
1346.04,781.157
1346.42,781.192
1346.82,781.227
1347.16,781.262
1347.52,781.332
1347.9,781.402
1348.24,781.473
1348.6,781.508
1348.94,781.648
1349.26,781.683
1349.6,781.718
1349.96,781.753
1350.26,781.788
1350.58,781.823
1350.88,781.858
1351.18,781.893
1351.48,781.893
1352.04,781.893
1352.38,781.928
1352.68,781.928
1353.02,781.963
1353.3,781.963
1353.56,781.963
1353.84,781.963
1354.12,781.963
1354.4,781.893
1354.7,781.893
1355,781.893
1355.38,781.893
1355.74,781.928
1356.12,781.963
1356.52,781.998
1356.9,782.033
1357.28,782.033
1357.68,782.068
1358.06,782.103
1358.64,782.138
1358.96,782.208
1359.24,782.278
1359.6,782.313
1359.9,782.348
1360.24,782.418
1360.56,782.453
1360.9,782.488
1361.22,782.523
1361.52,782.593
1361.8,782.663
1362.14,782.698
1362.42,782.768
1362.7,782.838
1362.98,782.873
1363.28,782.908
1363.54,782.943
1363.86,782.978
1364.14,782.978
1364.64,783.048
1365,783.048
1365.3,783.083
1365.66,783.083
1366.02,783.048
1366.34,783.048
1366.72,783.013
1367.04,783.013
1367.42,782.943
1367.82,782.908
1368.18,782.908
1368.54,782.908
1368.9,782.943
1369.28,783.013
1369.6,783.083
1369.94,783.153
1370.26,783.223
1370.62,783.293
1370.96,783.363
1371.46,783.468
1371.76,783.538
1372.08,783.608
1372.38,783.643
1372.7,783.713
1373,783.748
1373.32,783.818
1373.64,783.783
1373.94,783.818
1374.2,783.853
1374.5,783.818
1374.74,783.818
1375.04,783.818
1375.36,783.818
1375.7,783.783
1376.04,783.748
1376.4,783.713
1376.76,783.643
1377.1,783.573
1377.68,783.573
1378.02,783.538
1378.42,783.573
1378.76,783.573
1379.08,783.573
1379.42,783.573
1379.72,783.573
1380,783.573
1380.36,783.573
1380.66,783.573
1380.98,783.608
1381.32,783.643
1381.64,783.678
1381.96,783.678
1382.3,783.713
1382.6,783.748
1382.92,783.748
1383.24,783.783
1383.56,783.818
1384.04,783.783
1384.34,783.748
1384.62,783.713
1384.94,783.748
1385.24,783.748
1385.58,783.783
1385.94,783.748
1386.32,783.748
1386.7,783.713
1387.04,783.678
1387.42,783.643
1387.76,783.643
1388.18,783.608
1388.56,783.538
1388.94,783.503
1389.34,783.468
1389.76,783.433
1390.08,783.433
1390.4,783.433
1390.98,783.468
1391.34,783.468
1391.7,783.468
1392.02,783.538
1392.32,783.573
1392.68,783.678
1393,783.818
1393.32,783.923
1393.66,783.994
1393.98,784.099
1394.3,784.169
1394.6,784.239
1394.9,784.309
1395.2,784.344
1395.48,784.379
1395.8,784.414
1396.14,784.414
1396.48,784.414
1396.84,784.414
1397.46,784.379
1397.82,784.379
1398.2,784.344
1398.6,784.344
1398.98,784.344
1399.32,784.344
1399.68,784.309
1400.02,784.344
1400.34,784.344
1400.66,784.379
1400.98,784.414
1401.28,784.484
1401.64,784.554
1401.96,784.589
1402.3,784.694
1402.62,784.729
1402.92,784.799
1403.24,784.834
1403.54,784.869
1404.04,784.904
1404.32,784.939
1404.62,784.939
1404.92,784.939
1405.2,784.904
1405.52,784.869
1405.86,784.869
1406.22,784.834
1406.56,784.799
1406.92,784.764
1407.32,784.729
1407.66,784.694
1408.06,784.659
1408.42,784.659
1408.84,784.624
1409.24,784.624
1409.62,784.624
1410,784.589
1410.38,784.624
1410.92,784.694
1411.24,784.694
1411.58,784.729
1411.94,784.764
1412.24,784.729
1412.56,784.729
1412.9,784.764
1413.22,784.764
1413.52,784.764
1413.86,784.799
1414.16,784.799
1414.5,784.799
1414.8,784.799
1415.08,784.834
1415.38,784.904
1415.7,784.939
1416,785.009
1416.38,785.079
1416.72,785.149
1417.34,785.149
1417.7,785.149
1418.08,785.114
1418.46,785.079
1418.84,785.044
1419.2,785.009
1419.54,785.009
1419.86,784.974
1420.2,784.939
1420.52,784.939
1420.8,784.939
1421.08,784.904
1421.4,784.869
1421.7,784.869
1422.02,784.834
1422.32,784.834
1422.6,784.869
1422.92,784.869
1423.22,784.939
1423.72,785.044
1424.02,785.079
1424.26,785.149
1424.62,785.254
1424.9,785.324
1425.18,785.394
1425.52,785.464
1425.84,785.499
1426.18,785.569
1426.54,785.639
1426.94,785.744
1427.34,785.849
1427.7,785.919
1428.06,785.989
1428.46,786.024
1428.82,786.059
1429.18,786.094
1429.58,786.094
1429.92,786.129
1430.5,786.164
1430.86,786.164
1431.2,786.199
1431.54,786.199
1431.88,786.199
1432.2,786.199
1432.52,786.234
1432.8,786.199
1433.14,786.234
1433.46,786.234
1433.8,786.199
1434.14,786.199
1434.46,786.199
1434.78,786.199
1435.04,786.234
1435.34,786.269
1435.64,786.304
1435.92,786.339
1436.22,786.374
1436.72,786.479
1437.1,786.479
1437.44,786.55
1437.82,786.55
1438.18,786.585
1438.56,786.585
1438.92,786.62
