Displacement/μm - ,Load/N - 
325,486.691
325.34,487.461
325.7,488.302
326.1,489.317
326.42,490.017
326.72,490.718
327.02,491.418
327.3,492.083
327.64,492.784
327.92,493.414
328.18,494.079
328.22,494.814
328.24,494.884
328.24,494.849
328.24,494.744
328.26,494.639
328.26,494.569
328.26,494.464
328.26,494.324
328.28,494.219
328.28,494.149
328.26,494.079
328.26,494.009
328.28,493.869
328.28,493.799
328.28,493.729
328.28,493.659
328.28,493.589
328.26,493.519
328.28,493.449
328.28,493.379
328.28,493.309
328.26,493.239
328.28,493.204
328.28,493.134
328.28,493.099
328.28,493.029
328.28,492.959
328.28,492.889
328.3,492.854
328.28,492.819
328.28,492.784
328.28,492.714
328.28,492.679
328.28,492.609
328.28,492.573
328.28,492.538
328.3,492.503
328.28,492.433
328.28,492.398
328.3,492.398
328.3,492.328
328.28,492.293
328.3,492.258
328.3,492.223
328.28,492.188
328.28,492.153
328.3,492.118
328.28,492.083
328.28,492.048
328.28,492.013
328.3,491.978
328.28,491.943
328.28,491.908
328.3,491.873
328.28,491.838
328.3,491.803
328.28,491.803
328.28,491.768
328.3,491.733
328.3,491.698
328.28,491.663
328.28,491.663
328.3,491.628
328.28,491.593
328.28,491.558
328.3,491.558
328.3,491.523
328.3,491.488
328.28,491.453
328.3,491.418
328.3,491.418
328.3,491.418
328.28,491.383
328.28,491.348
328.3,491.313
328.3,491.313
328.3,491.278
328.3,491.278
328.3,491.243
328.3,491.208
328.3,491.208
328.3,491.173
328.3,491.138
328.3,491.138
328.3,491.103
328.3,491.103
328.3,491.103
328.28,491.033
328.32,491.033
328.3,490.998
328.3,490.998
328.3,490.963
328.3,490.963
328.3,490.928
328.3,490.893
328.3,490.893
328.28,490.893
328.28,490.858
328.3,490.858
328.3,490.823
328.3,490.823
328.3,490.788
328.3,490.753
328.32,490.753
328.3,490.753
328.28,490.718
328.3,490.718
328.3,490.683
328.3,490.683
328.3,490.648
328.3,490.648
328.3,490.648
328.3,490.613
328.3,490.578
328.3,490.578
328.3,490.543
328.3,490.543
328.3,490.543
328.3,490.508
328.3,490.508
328.32,490.473
328.3,490.508
328.32,490.508
328.3,490.473
328.3,490.473
328.3,490.438
328.3,490.438
328.3,490.403
328.3,490.403
328.3,490.368
328.3,490.368
328.32,490.368
328.32,490.333
328.3,490.333
328.3,490.333
328.32,490.298
328.32,490.298
328.3,490.298
328.32,490.263
328.32,490.263
328.32,490.228
328.32,490.228
328.32,490.228
328.32,490.193
328.32,490.193
328.32,490.193
328.32,490.158
328.32,490.158
328.32,490.123
328.32,490.123
328.3,490.123
328.32,490.088
328.32,490.088
328.3,490.053
328.32,490.053
328.32,490.053
328.32,490.017
328.32,490.017
328.32,490.017
328.32,489.982
328.32,489.982
328.3,489.982
328.32,489.947
328.32,489.947
328.32,489.947
328.3,489.912
328.32,489.912
328.32,489.912
328.32,489.877
328.3,489.877
328.32,489.877
328.32,489.842
328.32,489.842
328.3,489.842
328.32,489.807
328.32,489.807
328.3,489.807
328.32,489.807
328.3,489.772
328.32,489.772
328.32,489.772
328.3,489.772
328.32,489.737
328.32,489.737
328.34,489.737
328.32,489.702
328.32,489.702
328.32,489.702
328.32,489.667
328.32,489.667
328.32,489.667
328.32,489.632
328.34,489.632
328.32,489.632
328.34,489.632
328.32,489.597
328.32,489.597
328.32,489.597
328.32,489.597
328.32,489.562
328.32,489.562
328.3,489.562
328.32,489.562
328.32,489.527
328.32,489.527
328.3,489.527
328.34,489.527
328.3,489.492
328.32,489.492
328.32,489.492
328.32,489.492
328.32,489.457
328.32,489.457
328.32,489.457
328.3,489.422
328.32,489.422
328.32,489.422
328.32,489.422
328.32,489.422
328.32,489.387
328.32,489.387
328.3,489.387
328.32,489.387
328.32,489.352
328.34,489.352
328.32,489.352
328.32,489.352
328.32,489.317
328.32,489.317
328.3,489.317
328.32,489.317
328.32,489.317
328.32,489.282
328.32,489.282
328.32,489.282
328.32,489.282
328.32,489.282
328.32,489.247
328.34,489.247
328.32,489.247
328.32,489.247
328.32,489.212
328.32,489.212
328.34,489.212
328.32,489.212
328.32,489.212
328.32,489.212
328.32,489.177
328.32,489.177
328.32,489.177
328.32,489.177
328.32,489.142
328.34,489.142
328.32,489.142
328.32,489.142
328.32,489.142
328.32,489.107
328.32,489.107
328.32,489.107
328.32,489.107
328.32,489.107
328.32,489.107
328.32,489.072
328.32,489.072
328.32,489.072
328.34,489.072
328.32,489.072
328.32,489.037
328.32,489.037
328.32,489.037
328.34,489.037
328.34,489.002
328.32,489.002
328.3,489.002
328.32,489.002
328.3,489.002
328.32,489.002
328.32,488.967
328.32,488.967
328.32,488.967
328.32,488.967
328.32,488.967
328.32,488.932
328.32,488.932
328.32,488.932
328.32,488.932
328.32,488.932
328.32,488.932
328.32,488.897
328.32,488.897
328.32,488.897
328.34,488.897
328.3,488.897
328.32,488.897
328.34,488.862
328.34,488.862
328.32,488.862
328.32,488.862
328.32,488.862
328.32,488.862
328.34,488.827
328.32,488.827
328.34,488.757
328.34,488.617
328.36,488.477
328.36,488.442
328.36,488.442
328.36,488.407
328.36,488.372
328.38,488.302
328.38,488.267
328.38,488.232
328.4,488.197
328.44,488.197
328.58,488.267
328.68,488.372
328.76,488.477
328.84,488.617
328.94,488.862
329.02,489.177
329.14,489.597
329.22,489.877
329.3,490.053
329.4,490.298
329.48,490.578
329.58,490.893
329.7,491.278
329.8,491.628
329.92,491.943
330.02,492.293
330.14,492.609
330.28,492.854
330.4,493.274
330.52,493.624
330.66,493.974
330.8,494.324
330.94,494.709
331.08,495.094
331.26,495.48
331.4,495.83
331.52,496.25
331.72,496.67
331.86,497.09
332,497.545
332.2,498.001
332.4,498.421
332.58,498.876
332.76,499.366
332.92,499.821
333.12,500.312
333.36,500.942
333.52,501.257
333.74,501.747
333.92,502.237
334.12,502.728
334.3,503.218
334.54,503.918
334.7,504.443
334.9,504.968
335.1,505.319
335.26,505.844
335.46,506.369
335.7,507.034
335.9,507.559
336.08,508.12
336.3,508.68
336.48,509.205
336.68,509.555
336.88,510.361
337.08,510.921
337.26,511.481
337.46,512.041
337.64,512.601
337.82,513.162
338.06,513.687
338.24,514.247
338.44,514.842
338.62,515.403
338.8,515.928
339,516.453
339.24,517.188
339.44,517.573
339.64,518.099
339.84,518.659
340.06,519.219
340.3,519.779
340.58,520.444
340.86,520.935
341.12,521.425
341.38,521.915
341.66,522.23
341.94,522.72
342.28,523.456
342.58,524.016
342.82,524.611
343.1,525.171
343.36,525.732
343.66,526.327
344,526.887
344.28,527.447
344.56,528.042
344.86,528.568
345.14,529.093
345.46,529.618
345.8,530.108
346.08,530.599
346.38,531.124
346.64,531.649
346.92,532.174
347.18,532.699
347.5,533.4
347.72,533.925
347.96,534.275
348.2,534.765
348.44,535.22
348.66,535.676
348.98,536.201
349.2,536.586
349.44,536.936
349.7,537.286
349.92,537.671
350.16,537.951
350.42,538.547
350.66,538.897
350.88,539.352
351.14,539.772
351.4,540.262
351.66,540.753
351.98,541.208
352.22,541.663
352.52,542.083
352.78,542.503
353.1,542.923
353.36,543.379
353.72,543.834
354.04,544.289
354.34,544.779
354.62,545.269
354.94,545.795
355.24,546.285
355.58,546.81
355.88,547.335
356.2,547.895
356.52,548.421
356.84,548.946
357.14,549.401
357.52,549.996
357.8,550.381
358.06,550.766
358.34,551.152
358.6,551.397
358.86,551.817
359.16,552.412
359.4,552.902
359.64,553.357
359.88,553.778
360.16,554.268
360.42,554.723
360.76,555.143
361.04,555.598
361.34,556.019
361.66,556.474
361.98,556.929
362.34,557.384
362.78,557.874
363.1,558.329
363.44,558.785
363.82,559.24
364.12,559.695
364.48,560.15
364.92,560.605
365.24,561.026
365.6,561.446
365.98,561.796
366.3,562.146
366.62,562.531
367.02,563.161
367.34,563.617
367.62,563.967
367.9,564.422
368.18,564.947
368.42,565.437
368.76,566.173
369.06,566.733
369.32,567.258
369.62,567.783
369.92,568.308
370.2,568.624
370.56,569.254
370.84,569.709
371.1,570.129
371.36,570.549
371.66,570.934
371.98,571.355
372.34,571.74
372.66,572.16
373,572.58
373.36,573
373.7,573.49
374.06,573.981
374.52,574.506
374.88,574.996
375.22,575.486
375.58,575.976
375.9,576.502
376.24,576.992
376.62,577.692
376.94,578.042
377.26,578.532
377.56,579.023
377.86,579.478
378.14,579.933
378.54,580.493
378.8,580.913
379.1,581.334
379.4,581.789
379.64,582.209
379.92,582.489
380.28,583.049
380.54,583.504
380.86,583.925
381.2,584.38
381.52,584.8
381.82,585.255
382.26,585.745
382.62,586.235
382.98,586.726
383.36,587.181
383.72,587.601
384.12,587.951
384.54,588.301
384.92,588.616
385.3,588.932
385.62,589.282
386,589.597
386.34,589.912
386.74,590.332
387.06,590.507
387.42,590.822
387.74,591.172
388.04,591.523
388.36,591.873
388.72,592.398
389.04,592.818
389.34,593.238
389.66,593.658
390,594.009
390.3,594.254
390.68,594.744
390.98,595.164
391.26,595.619
391.56,596.039
391.82,596.424
392.14,596.81
392.54,597.16
392.88,597.51
393.18,597.825
393.54,598.14
393.9,598.455
394.24,598.735
394.68,599.121
395.04,599.296
395.36,599.541
395.74,599.786
396.04,600.031
396.38,600.311
396.72,600.696
397.04,600.941
397.38,601.221
397.66,601.501
398,601.677
398.3,601.957
398.66,602.307
398.92,602.622
399.24,602.937
399.54,603.287
399.82,603.672
400.12,603.987
400.48,604.373
400.76,604.723
401.1,605.038
401.38,605.388
401.72,605.668
402.04,605.948
402.48,606.193
402.9,606.473
403.26,606.684
403.64,606.929
404.02,607.139
404.38,607.384
404.78,607.664
405.16,607.909
405.54,608.084
405.9,608.329
406.28,608.539
406.7,608.749
407.16,609.029
407.52,609.24
407.84,609.45
408.14,609.73
408.48,609.975
408.78,610.185
409.16,610.465
409.42,610.675
409.72,610.885
410.02,611.06
410.3,611.235
410.62,611.41
411,611.62
411.3,611.796
411.6,612.041
411.9,612.286
412.22,612.566
412.52,612.811
412.86,613.126
413.2,613.371
413.54,613.686
413.9,613.931
414.26,614.106
414.6,614.247
415.04,614.457
415.4,614.632
415.74,614.877
416.08,615.017
416.44,615.227
416.74,615.367
417.16,615.577
417.48,615.787
417.8,615.997
418.12,616.242
418.46,616.452
418.76,616.697
419.16,616.873
419.48,617.083
419.76,617.293
420.06,617.468
420.36,617.643
420.66,617.853
421.02,618.063
421.32,618.273
421.64,618.448
421.94,618.518
422.3,618.553
422.66,618.623
423.08,618.763
423.46,618.903
423.84,619.148
424.2,619.394
424.58,619.639
424.94,619.744
425.42,619.919
425.8,620.024
426.16,620.164
426.54,620.234
426.92,620.304
427.28,620.444
427.76,620.584
427.86,620.934
427.92,620.444
427.92,619.814
427.96,619.148
427.96,618.483
427.98,617.853
428.02,617.293
427.98,616.732
428,616.207
428,615.717
428.02,615.262
428.04,614.667
428.02,614.247
428.04,614.001
428.02,613.616
428.02,613.266
428.04,612.881
428.04,612.461
428.04,612.146
428.04,611.831
428.04,611.55
428.06,611.235
428.04,610.99
428.06,610.71
428.06,610.465
428.06,610.22
428.08,609.975
428.08,609.765
428.08,609.52
428.08,609.31
428.08,609.099
428.08,608.924
428.08,608.714
428.1,608.539
428.08,608.329
428.08,608.084
428.08,607.979
428.08,607.804
428.1,607.629
428.1,607.454
428.1,607.314
428.1,607.104
428.1,606.929
428.1,606.789
428.12,606.649
428.1,606.508
428.1,606.403
428.1,606.228
428.1,606.088
428.1,605.948
428.12,605.843
428.12,605.703
428.12,605.563
428.12,605.458
428.12,605.353
428.12,605.213
428.12,605.108
428.1,605.003
428.1,604.898
428.12,604.723
428.12,604.618
428.12,604.548
428.12,604.478
428.12,604.373
428.12,604.268
428.12,604.128
428.14,604.022
428.14,603.952
428.16,603.847
428.14,603.742
428.14,603.672
428.14,603.567
428.14,603.462
428.16,603.392
428.14,603.322
428.16,603.217
428.14,603.147
428.14,603.042
428.16,602.972
428.14,602.902
428.16,602.797
428.16,602.727
428.16,602.657
428.16,602.552
428.16,602.482
428.16,602.412
428.16,602.342
428.16,602.272
428.16,602.237
428.16,602.132
428.16,602.062
428.16,601.992
428.16,601.922
428.14,601.852
428.18,601.782
428.16,601.712
428.14,601.642
428.18,601.572
428.16,601.501
428.18,601.466
428.16,601.396
428.16,601.326
428.18,601.256
428.18,601.221
428.18,601.151
428.16,601.081
428.16,601.046
428.18,600.976
428.16,600.906
428.18,600.871
428.18,600.801
428.18,600.766
428.2,600.696
428.2,600.626
428.18,600.556
428.18,600.521
428.18,600.451
428.18,600.416
428.2,600.381
428.18,600.311
428.18,600.276
428.2,600.206
428.18,600.171
428.18,600.101
428.18,600.066
428.18,600.031
428.18,599.961
428.18,599.926
428.18,599.856
428.18,599.821
428.18,599.786
428.18,599.716
428.2,599.681
428.2,599.646
428.18,599.611
428.2,599.576
428.18,599.506
428.2,599.471
428.2,599.401
428.2,599.366
428.2,599.331
428.2,599.296
428.2,599.261
428.18,599.191
428.18,599.156
428.2,599.121
428.2,599.086
428.2,599.051
428.2,599.016
428.2,598.98
428.2,598.945
428.22,598.875
428.2,598.84
428.2,598.805
428.2,598.77
428.2,598.735
428.2,598.7
428.2,598.665
428.2,598.63
428.18,598.595
428.2,598.56
428.2,598.49
428.2,598.455
428.2,598.42
428.2,598.385
428.2,598.35
428.22,598.35
428.22,598.28
428.2,598.245
428.2,598.21
428.2,598.175
428.2,598.14
428.2,598.14
428.22,598.07
428.2,598.035
428.2,598.035
428.22,598
428.2,597.965
428.2,597.895
428.2,597.86
428.2,597.86
428.22,597.825
428.2,597.79
428.2,597.755
428.2,597.72
428.2,597.685
428.22,597.65
428.22,597.65
428.2,597.58
428.2,597.58
428.2,597.545
428.22,597.51
428.2,597.475
428.22,597.44
428.2,597.405
428.22,597.405
428.2,597.37
428.2,597.335
428.2,597.3
428.22,597.265
428.2,597.265
428.2,597.23
428.22,597.195
428.22,597.16
428.22,597.125
428.22,597.125
428.22,597.09
428.2,597.055
428.22,597.02
428.22,596.985
428.22,596.985
428.2,596.95
428.2,596.915
428.2,596.88
428.22,596.88
428.22,596.845
428.2,596.81
428.2,596.775
428.22,596.775
428.2,596.74
428.2,596.74
428.2,596.705
428.22,596.67
428.22,596.635
428.22,596.6
428.22,596.6
428.22,596.565
428.22,596.53
428.2,596.495
428.22,596.495
428.2,596.459
428.22,596.459
428.22,596.424
428.22,596.389
428.22,596.354
428.2,596.354
428.22,596.319
428.24,596.284
428.2,596.284
428.22,596.249
428.24,596.214
428.24,596.214
428.2,596.179
428.22,596.144
428.22,596.144
428.22,596.109
428.22,596.074
428.2,596.074
428.24,596.039
428.22,596.004
428.24,596.004
428.22,595.969
428.22,595.934
428.22,595.934
428.24,595.899
428.24,595.899
428.24,595.864
428.22,595.829
428.22,595.829
428.22,595.794
428.24,595.794
428.22,595.759
428.24,595.724
428.22,595.724
428.22,595.689
428.24,595.689
428.24,595.654
428.24,595.654
428.22,595.619
428.22,595.584
428.24,595.584
428.24,595.549
428.24,595.549
428.22,595.514
428.22,595.514
428.22,595.479
428.24,595.444
428.22,595.444
428.22,595.409
428.24,595.409
428.24,595.374
428.24,595.374
428.22,595.339
428.24,595.304
428.22,595.304
428.22,595.269
428.22,595.269
428.22,595.234
428.24,595.234
428.24,595.199
428.24,595.199
428.24,595.164
428.22,595.164
428.24,595.129
428.24,595.129
428.24,595.094
428.24,595.094
428.22,595.059
428.24,595.059
428.24,595.024
428.24,595.024
428.24,594.989
428.24,594.954
428.24,594.954
428.24,594.954
428.26,594.919
428.24,594.884
428.24,594.884
428.24,594.884
428.24,594.849
428.24,594.849
428.22,594.814
428.24,594.814
428.24,594.779
428.24,594.779
428.24,594.744
428.24,594.744
428.24,594.709
428.24,594.674
428.24,594.674
428.26,594.674
428.24,594.639
428.24,594.639
428.22,594.604
428.24,594.604
428.26,594.569
428.24,594.569
428.24,594.534
428.22,594.534
428.24,594.534
428.26,594.499
428.22,594.499
428.22,594.464
428.24,594.464
428.24,594.464
428.26,594.429
428.24,594.429
428.26,594.429
428.26,594.394
428.26,594.394
428.26,594.359
428.24,594.359
428.24,594.324
428.26,594.324
428.24,594.289
428.26,594.289
428.26,594.254
428.24,594.254
428.26,594.254
428.26,594.219
428.26,594.219
428.26,594.219
428.24,594.184
428.26,594.149
428.28,594.114
428.24,594.114
428.24,594.114
428.26,594.079
428.26,594.079
428.26,594.044
428.24,594.044
428.26,594.044
428.26,594.009
428.26,594.009
428.26,593.974
428.24,593.974
428.26,593.939
428.24,593.939
428.24,593.939
428.24,593.903
428.26,593.903
428.26,593.868
428.26,593.868
428.26,593.833
428.26,593.833
428.26,593.833
428.28,593.798
428.28,593.798
428.26,593.763
428.24,593.763
428.24,593.763
428.24,593.728
428.28,593.728
428.26,593.693
428.26,593.693
428.26,593.693
428.26,593.658
428.26,593.658
428.26,593.658
428.24,593.623
428.24,593.623
428.26,593.623
428.26,593.588
428.26,593.588
428.26,593.588
428.26,593.553
428.26,593.553
428.26,593.518
428.26,593.518
428.26,593.518
428.26,593.483
428.24,593.483
428.28,593.483
428.26,593.448
428.28,593.448
428.26,593.448
428.26,593.413
428.26,593.413
428.28,593.378
428.24,593.378
428.24,593.343
428.26,593.343
428.26,593.343
428.24,593.308
428.26,593.308
428.26,593.308
428.28,593.273
428.24,593.273
428.28,593.273
428.26,593.238
428.28,593.238
428.26,593.238
428.26,593.203
428.26,593.203
428.26,593.203
428.26,593.168
428.26,593.168
428.26,593.168
428.26,593.133
428.26,593.133
428.28,593.133
428.26,593.098
428.28,593.098
428.26,593.063
428.26,593.063
428.28,593.063
428.26,593.028
428.26,593.028
428.24,593.028
428.26,593.028
428.28,592.993
428.26,592.993
428.26,592.993
428.28,592.958
428.26,592.958
428.26,592.958
428.28,592.923
428.28,592.923
428.28,592.923
428.28,592.888
428.26,592.888
428.26,592.853
428.26,592.853
428.28,592.853
428.28,592.853
428.28,592.818
428.24,592.818
428.26,592.818
428.26,592.783
428.28,592.783
428.26,592.783
428.26,592.783
428.26,592.748
428.26,592.748
428.24,592.748
428.28,592.713
428.28,592.713
428.26,592.713
428.26,592.678
428.26,592.678
428.28,592.678
428.26,592.678
428.28,592.643
428.26,592.643
428.28,592.643
428.28,592.608
428.28,592.608
428.28,592.608
428.26,592.608
428.26,592.573
428.28,592.573
428.26,592.573
428.28,592.538
428.26,592.538
428.28,592.503
428.26,592.503
428.24,592.503
428.28,592.503
428.26,592.468
428.26,592.468
428.28,592.468
428.28,592.433
428.28,592.433
428.26,592.433
428.28,592.433
428.24,592.398
428.26,592.398
428.3,592.398
428.28,592.398
428.26,592.363
428.28,592.363
428.28,592.363
428.28,592.328
428.28,592.328
428.28,592.328
428.28,592.328
428.28,592.293
428.26,592.293
428.26,592.293
428.28,592.258
428.28,592.258
428.28,592.258
428.28,592.258
428.28,592.223
428.24,592.223
428.28,592.223
428.28,592.188
428.26,592.188
428.3,592.188
428.28,592.188
428.28,592.188
428.28,592.153
428.28,592.153
428.26,592.153
428.28,592.153
428.28,592.118
428.3,592.118
428.28,592.118
428.3,592.083
428.26,592.083
428.28,592.083
428.3,592.083
428.28,592.048
428.28,592.048
428.28,592.048
428.28,592.013
428.28,592.013
428.28,592.013
428.28,592.013
428.3,591.978
428.28,591.978
428.28,591.978
428.26,591.978
428.28,591.978
428.3,591.943
428.28,591.943
428.28,591.943
428.26,591.908
428.28,591.908
428.28,591.908
428.28,591.908
428.28,591.873
428.28,591.873
428.26,591.873
428.26,591.873
428.28,591.838
428.28,591.838
428.28,591.838
428.28,591.838
428.28,591.803
428.28,591.803
428.28,591.803
428.28,591.803
428.28,591.803
428.28,591.768
428.28,591.768
428.28,591.768
428.28,591.768
428.28,591.733
428.28,591.733
428.28,591.733
428.32,591.733
428.3,591.698
428.28,591.698
428.28,591.698
428.28,591.698
428.28,591.663
428.28,591.663
428.28,591.663
428.3,591.663
428.28,591.663
428.26,591.628
428.28,591.628
428.28,591.628
428.28,591.628
428.28,591.593
428.28,591.593
428.28,591.593
428.28,591.593
428.28,591.558
428.28,591.558
428.28,591.558
428.26,591.558
428.3,591.523
428.28,591.523
428.28,591.523
428.26,591.523
428.3,591.488
428.26,591.488
428.28,591.488
428.28,591.488
428.28,591.488
428.28,591.453
428.28,591.453
428.28,591.453
428.28,591.418
428.28,591.418
428.28,591.418
428.3,591.418
428.28,591.418
428.28,591.382
428.28,591.382
428.28,591.382
428.3,591.382
428.28,591.382
428.3,591.347
428.28,591.382
428.28,591.347
428.28,591.312
428.28,591.312
428.28,591.312
428.3,591.312
428.28,591.312
428.28,591.312
428.3,591.277
428.28,591.277
428.28,591.277
428.3,591.277
428.3,591.242
428.28,591.242
428.32,591.242
428.3,591.242
428.3,591.242
428.28,591.207
428.3,591.067
428.34,590.787
428.34,590.647
428.34,590.612
428.34,590.612
428.36,590.577
428.34,590.542
428.34,590.507
428.36,590.472
428.34,590.472
428.36,590.472
428.38,590.542
428.56,590.752
428.66,591.032
428.8,591.312
428.92,592.048
429.02,592.643
429.12,593.063
429.22,593.448
429.3,593.658
429.36,593.974
429.48,594.324
429.58,594.744
429.66,595.094
429.78,595.444
429.88,595.794
429.98,596.179
430.08,596.53
430.18,596.775
430.32,597.265
430.44,597.65
430.58,598.035
430.68,598.385
430.82,598.77
430.96,599.121
431.08,599.471
431.26,599.821
431.4,600.206
431.54,600.626
431.68,601.046
431.82,601.501
431.94,601.957
432.1,602.447
432.28,603.112
432.42,603.602
432.56,604.128
432.74,604.478
432.88,604.968
433.02,605.458
433.22,605.983
433.46,606.684
433.62,607.244
433.82,607.769
434,608.329
434.16,608.889
434.4,609.415
434.6,609.975
434.86,610.5
435.1,611.025
435.3,611.585
435.52,612.146
435.78,612.706
435.96,613.266
436.22,613.826
436.5,614.562
436.76,615.122
436.98,615.507
437.2,616.067
437.4,616.592
437.64,617.118
437.82,617.643
438.08,618.378
438.28,618.903
438.5,619.394
438.7,619.884
438.92,620.339
439.12,620.584
439.32,620.934
439.58,621.494
439.8,621.95
439.98,622.475
440.18,622.965
440.36,623.455
440.56,623.945
440.76,624.436
441,624.891
441.22,625.311
441.4,625.731
441.58,626.151
441.82,626.606
442.04,627.027
442.24,627.482
442.5,628.042
442.76,628.462
443,628.882
443.24,629.162
443.52,629.548
443.8,629.968
444.1,630.353
444.48,630.843
444.82,631.263
445.08,631.613
445.44,631.964
445.74,632.279
446.06,632.594
446.4,632.874
446.82,633.154
447.16,633.364
447.5,633.574
447.8,633.679
448.1,633.714
448.38,633.819
448.66,633.889
449.02,634.029
449.3,634.134
449.54,634.239
449.8,634.344
450.06,634.449
450.28,634.52
450.54,634.59
450.82,634.695
451.1,634.835
451.34,634.905
451.62,635.01
451.84,635.115
452.1,635.15
452.34,635.185
452.64,635.255
452.9,635.325
453.14,635.395
453.38,635.465
453.64,635.605
453.9,635.745
454.16,635.815
454.56,635.885
454.86,635.92
455.14,635.955
455.48,635.92
455.78,635.92
456.12,635.885
456.44,635.885
456.8,635.92
457.1,635.955
457.44,635.99
457.74,635.99
458.04,636.06
458.32,636.13
458.58,636.27
458.96,636.375
459.26,636.445
459.5,636.55
459.8,636.585
460.1,636.62
460.38,636.69
460.64,636.795
460.98,636.935
461.26,637.041
461.5,637.181
461.76,637.356
462.02,637.461
462.3,637.566
462.58,637.636
462.92,637.706
463.22,637.811
463.52,637.881
463.84,637.916
464.18,637.986
464.52,638.021
464.86,638.056
465.34,638.056
465.72,638.021
466.1,637.986
466.44,637.951
466.78,637.951
467.16,637.951
467.48,637.986
467.96,638.091
468.34,638.161
468.66,638.196
469.02,638.196
469.36,638.266
469.68,638.266
469.98,638.301
470.34,638.371
470.66,638.406
470.96,638.476
471.24,638.511
471.58,638.581
471.88,638.616
472.18,638.581
472.54,638.581
472.84,638.616
473.14,638.616
473.44,638.651
473.72,638.651
474.02,638.651
474.32,638.651
474.7,638.686
475.04,638.686
475.34,638.721
475.66,638.686
475.98,638.686
476.34,638.686
476.64,638.686
477.08,638.721
477.4,638.756
477.74,638.791
477.9,639.106
477.94,638.616
477.94,637.881
477.96,637.111
477.98,636.165
477.98,635.675
478,635.01
478,634.379
478,633.784
478,633.224
478,632.664
478,632.034
478.02,631.543
478,631.088
478.02,630.668
478.02,630.388
478.04,630.003
478.02,629.618
478.02,629.127
478.02,628.777
478.04,628.462
478.04,628.147
478.04,627.832
478.04,627.517
478.04,627.237
478.04,626.992
478.04,626.711
478.04,626.466
478.04,626.221
478.08,625.976
478.04,625.731
478.04,625.486
478.06,625.276
478.06,625.066
478.08,624.856
478.04,624.646
478.08,624.471
478.06,624.26
478.08,624.085
478.08,623.84
478.04,623.665
478.08,623.49
478.08,623.385
478.12,623.21
478.1,623.07
478.1,622.895
478.1,622.685
478.1,622.545
478.1,622.405
478.12,622.265
478.12,622.125
478.1,621.985
478.12,621.845
478.1,621.739
478.1,621.599
478.12,621.459
478.12,621.354
478.1,621.214
478.12,621.109
478.12,620.969
478.14,620.829
478.14,620.724
478.12,620.619
478.12,620.479
478.12,620.444
478.12,620.339
478.12,620.234
478.12,620.094
478.14,619.989
478.12,619.884
478.14,619.779
478.12,619.709
478.12,619.604
478.14,619.534
478.14,619.429
478.12,619.324
478.14,619.253
478.14,619.148
478.14,619.078
478.14,618.973
478.14,618.903
478.14,618.798
478.14,618.728
478.14,618.658
478.14,618.588
478.14,618.483
478.14,618.413
478.14,618.343
478.14,618.238
478.14,618.168
478.12,618.098
478.14,618.028
478.12,617.993
478.14,617.888
478.12,617.853
478.14,617.748
478.16,617.678
478.16,617.643
478.14,617.573
478.14,617.503
478.14,617.433
478.14,617.363
478.16,617.293
478.12,617.258
478.14,617.188
478.16,617.118
478.16,617.048
478.14,617.013
478.16,616.943
478.14,616.873
478.12,616.838
478.16,616.768
478.16,616.697
478.14,616.662
478.16,616.592
478.16,616.522
478.16,616.487
478.14,616.417
478.16,616.347
478.14,616.312
478.16,616.277
478.14,616.242
478.16,616.172
478.18,616.102
478.18,616.067
478.16,615.997
478.16,615.962
478.16,615.892
478.16,615.857
478.16,615.822
478.16,615.787
478.18,615.717
478.18,615.682
478.16,615.647
478.16,615.577
478.16,615.542
478.16,615.507
478.18,615.437
478.16,615.402
478.18,615.367
478.18,615.332
478.16,615.297
478.18,615.227
478.18,615.192
478.18,615.157
478.16,615.122
478.16,615.052
478.16,615.017
478.18,614.982
478.18,614.947
478.16,614.877
478.16,614.842
478.16,614.807
478.16,614.772
478.18,614.737
478.16,614.702
478.16,614.667
478.18,614.632
478.18,614.597
478.18,614.562
478.2,614.492
478.16,614.492
478.18,614.457
478.2,614.387
478.18,614.387
478.18,614.317
478.18,614.282
478.18,614.247
478.16,614.212
478.16,614.176
478.18,614.141
478.18,614.106
478.18,614.071
478.2,614.036
478.18,614.001
478.16,614.001
478.2,613.931
478.2,613.896
478.16,613.896
478.2,613.861
478.2,613.826
478.18,613.791
478.2,613.756
478.18,613.721
478.18,613.686
478.2,613.651
478.2,613.616
478.18,613.581
478.18,613.546
478.18,613.546
478.18,613.511
478.2,613.476
478.18,613.476
478.2,613.406
478.18,613.371
478.18,613.371
478.2,613.336
478.2,613.301
478.2,613.266
478.2,613.231
478.2,613.231
478.2,613.196
478.2,613.161
478.2,613.126
478.18,613.091
478.18,613.091
478.2,613.056
478.2,613.021
478.2,612.986
478.2,612.986
478.2,612.951
478.18,612.916
478.2,612.916
478.2,612.881
478.2,612.846
478.2,612.811
478.2,612.776
478.2,612.776
478.2,612.741
478.2,612.741
478.2,612.706
478.2,612.671
478.2,612.636
478.2,612.601
478.18,612.601
478.2,612.566
478.2,612.531
478.2,612.496
478.2,612.496
478.2,612.461
478.2,612.426
478.2,612.426
478.2,612.391
478.2,612.356
478.2,612.356
478.2,612.321
478.2,612.286
478.2,612.286
478.2,612.251
478.2,612.216
478.2,612.216
478.2,612.181
478.2,612.146
478.2,612.146
